acc_base,accession,label,n_arg,n_highrisk,has_vf,length_bp,is_chromosome,replicons,n_housekeeping,S_ARG,n_vf,S_VF,S_SIZE,n_metal,S_BM,n_is,n_tn,S_MOB,S_REP,S_HOST,S_GEO,S_HAB,S_GROW,S_final,grade
NZ_JBWBFT010000050,NZ_JBWBFT010000050,low_risk,0,0,0,6261,False,,0,0.0,0,0.0,0.0616927980641123,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0508740176043194,E
NZ_JBWBFT010000053,NZ_JBWBFT010000053,low_risk,0,0,0,5708,False,,0,0.0,0,0.0,0.0530229931149025,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0493065168695023,E
NZ_JBWBFT010000058,NZ_JBWBFT010000058,low_risk,0,0,0,3413,False,,0,0.0,0,0.0,0.0224021847555615,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0437702747181334,E
NZ_JBWVBO010000002,NZ_JBWVBO010000002,high_risk,14,1,0,203964,False,,0,1.0,0,0.0,0.965434729545938,9,0.598051121980712,13,2,0.111031358475025,0.3,0.76,0.0,0.0,0.0,0.590652496328984,B
NZ_JBWXNK010000008,NZ_JBWXNK010000008,low_risk,0,0,0,4328,False,,0,0.0,0,0.0,0.0334611635697588,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0457697380877403,E
NZ_JBXEPR010000002,NZ_JBXEPR010000002,low_risk,0,0,0,181488,False,repUS15_2_repA(pNB2354p1),0,0.0,0,0.0,0.957989073778151,0,0.0,18,0,0.114877016662259,0.3,0.76,0.0,0.0,0.0,0.218982823639857,D
NZ_JBYCZJ010000002,NZ_JBYCZJ010000002,high_risk,7,1,0,89131,False,,0,0.84601483711009,0,0.0,0.86894128153437,1,0.25,1,0,0.101682916157117,0.3,0.76,0.0,0.0,0.0,0.460094499013632,B
NZ_JBYIZZ010000002,NZ_JBYIZZ010000002,high_risk,13,1,0,313134,False,repUS15_2_repA(pNB2354p1);rep14a_4_rep(AUS0004p3),0,1.0,0,0.0,0.983282425940673,3,0.360062653313385,39,5,0.121077238498534,0.3,0.76,0.0,0.0,0.0,0.545666559367412,B
NZ_JBYMEP010000004,NZ_JBYMEP010000004,low_risk,0,0,0,5168,False,Col156,0,0.0,0,0.0,0.0449937196978751,0,0.0,0,0,0.42,0.5,0.76,0.0,0.0,0.0,0.116788864521376,E
NZ_JBYMEP010000005,NZ_JBYMEP010000005,low_risk,0,0,0,1783,False,ColpVC,0,0.0,0,0.0,0.0073631310750009,0,0.0,0,0,0.07,0.3,0.76,0.0,0.0,0.0,0.0379502540983602,E
NZ_JBYMES010000005,NZ_JBYMES010000005,low_risk,0,0,0,5167,False,Col156,0,0.0,0,0.0,0.0449792767609205,0,0.0,0,0,0.42,0.5,0.76,0.0,0.0,0.0,0.116786253238374,E
NZ_JBYMES010000006,NZ_JBYMES010000006,low_risk,0,0,0,3717,False,,0,0.0,0,0.0,0.0258888062607808,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0444006558862771,E
NZ_JBYMET010000004,NZ_JBYMET010000004,low_risk,0,0,0,5168,False,Col156,0,0.0,0,0.0,0.0449937196978751,0,0.0,0,0,0.42,0.5,0.76,0.0,0.0,0.0,0.116788864521376,E
NZ_JBYMEY010000003,NZ_JBYMEY010000003,low_risk,0,0,0,5167,False,Col156,0,0.0,0,0.0,0.0449792767609205,0,0.0,0,0,0.42,0.5,0.76,0.0,0.0,0.0,0.116786253238374,E
NZ_JBYMFA010000003,NZ_JBYMFA010000003,low_risk,0,0,0,5520,False,ColRNAI,0,0.0,0,0.0,0.0501765324221272,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126099847699119,E
NZ_JBYMFA010000004,NZ_JBYMFA010000004,low_risk,0,0,0,4091,False,,0,0.0,0,0.0,0.0304375719213824,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0452230727177139,E
NZ_JBYMFB010000003,NZ_JBYMFB010000003,low_risk,0,0,0,4087,False,,0,0.0,0,0.0,0.0303874616811255,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0452140127862754,E
NZ_JBYMFJ010000005,NZ_JBYMFJ010000005,low_risk,0,0,0,5167,False,Col156,0,0.0,0,0.0,0.0449792767609205,0,0.0,0,0,0.42,0.5,0.76,0.0,0.0,0.0,0.116786253238374,E
NZ_JBYMFQ010000004,NZ_JBYMFQ010000004,low_risk,0,0,0,5627,False,ColRNAI,0,0.0,0,0.0,0.0517900765105973,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126391576470314,E
NZ_JBYMLM010000005,NZ_JBYMLM010000005,low_risk,0,0,0,2058,False,ColpVC,0,0.0,0,0.0,0.0094270197407123,0,0.0,0,0,0.07,0.3,0.76,0.0,0.0,0.0,0.0383234051691208,E
NZ_JBYVFT010000002,NZ_JBYVFT010000002,high_risk,12,1,0,200784,False,IncC,0,0.996846320583541,0,0.0,0.964512127541237,8,0.570685803411878,10,1,0.108217786277791,0.3,0.76,0.0,0.0,0.0,0.583359863798192,B
NZ_JCAWNO010000004,NZ_JCAWNO010000004,high_risk,8,1,0,173647,False,,0,0.882606194485985,0,0.0,0.9547904748256,10,0.622806063781382,12,4,0.113821142893341,0.3,0.76,0.0,0.0,0.0,0.565787650193797,B
NZ_JCAYSC010000002,NZ_JCAYSC010000002,low_risk,0,0,0,6990,False,,0,0.0,0,0.0,0.0737422720485396,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0530525625007039,E
NZ_JCAYSF010000007,NZ_JCAYSF010000007,low_risk,0,0,0,7227,False,IncN,0,0.0,0,0.0,0.0777976961281633,0,0.0,0,0,0.139880158198768,0.9,0.76,0.0,0.0,0.0,0.0667473637483405,E
NZ_JCAYSF010000010,NZ_JCAYSF010000010,low_risk,0,0,0,4235,False,,0,0.0,0,0.0,0.0322619988203666,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0455529291010502,E
NZ_JCAYSF010000011,NZ_JCAYSF010000011,low_risk,0,0,0,3795,False,,0,0.0,0,0.0,0.0268143441468269,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0445679931360742,E
NZ_JCAYSF010000013,NZ_JCAYSF010000013,low_risk,0,0,0,2228,False,Col(BS512),0,0.0,0,0.0,0.0108056222686648,0,0.0,0,0,0.07,0.5,0.76,0.0,0.0,0.0,0.0391726565061746,E
NZ_JCAYSF010000014,NZ_JCAYSF010000014,low_risk,0,0,0,1786,False,,0,0.0,0,0.0,0.0073845071029909,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0410550785985487,E
NZ_JCAYSF010000293,NZ_JCAYSF010000293,low_risk,0,0,0,4359,False,Col(pHAD28),0,0.0,0,0.0,0.0338644765305317,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.045842657071048,E
NZ_JCAYSF010000294,NZ_JCAYSF010000294,low_risk,0,0,0,2101,False,Col(BS512),0,0.0,0,0.0,0.0097684518463064,0,0.0,0,0,0.07,0.5,0.76,0.0,0.0,0.0,0.0389851360938122,E
NZ_JCBDJX010000004,NZ_JCBDJX010000004,low_risk,0,0,0,7954,False,,0,0.0,0,0.0,0.0906155036808404,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0561032427798239,E
NZ_JCBKJN010000005,NZ_JCBKJN010000005,low_risk,0,0,0,6366,False,Col440II;Col(pHAD28),0,0.0,0,0.0,0.063386578588022,0,0.0,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.121242293408714,E
NZ_JCBKJO010000003,NZ_JCBKJO010000003,high_risk,6,1,0,86413,False,IncFII,0,0.804530977561084,0,0.0,0.862692018612937,1,0.25,3,0,0.42,0.9,0.76,0.0,0.0,0.0,0.515577900272172,B
NZ_JCBKJO010000005,NZ_JCBKJO010000005,low_risk,0,0,0,5768,False,Col(pHAD28),0,0.0,0,0.0,0.0539425343440607,0,0.0,1,1,0.152011095700416,0.3,0.76,0.0,0.0,0.0,0.0631102748418611,E
NZ_JCBKJO010000006,NZ_JCBKJO010000006,low_risk,0,0,0,3998,False,,0,0.0,0,0.0,0.0292805546836924,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0450138840011395,E
NZ_JCBKJO010000007,NZ_JCBKJO010000007,low_risk,0,0,0,3991,False,Col(pHAD28),0,0.0,0,0.0,0.0291941512842389,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0449982622665183,E
NZ_JCBKJQ010000007,NZ_JCBKJQ010000007,low_risk,0,0,0,4600,False,Col(pHAD28),0,0.0,0,0.0,0.0370599711492696,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0464204024981159,E
NZ_JCBKJQ010000010,NZ_JCBKJQ010000010,low_risk,0,0,0,2776,False,,0,0.0,0,0.0,0.0157536029441813,3,0.360062653313385,1,0,0.154034582132565,0.3,0.76,0.0,0.0,0.0,0.132663942005351,E
NZ_JCBKJR010000006,NZ_JCBKJR010000006,low_risk,0,0,0,7245,False,Col(pHAD28),0,0.0,0,0.0,0.0781082978226279,0,0.0,0,1,0.120703933747412,0.3,0.76,0.0,0.0,0.0,0.0610896531241779,E
NZ_JCBKJR010000008,NZ_JCBKJR010000008,low_risk,0,0,0,3223,False,Col(pHAD28);Col440II,0,0.0,0,0.0,0.0203235152579124,1,0.25,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.166256491558631,D
NZ_JCBKJU010000004,NZ_JCBKJU010000004,low_risk,0,0,0,6508,False,,0,0.0,0,0.0,0.0657002343926452,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0515985620925182,E
NZ_JCBKJU010000007,NZ_JCBKJU010000007,low_risk,0,0,0,4167,False,Col(pHAD28),0,0.0,0,0.0,0.0313955239704698,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0453962704481889,E
NZ_JCBKJU010000008,NZ_JCBKJU010000008,low_risk,0,0,0,2519,False,Col(IMGS31),0,0.0,0,0.0,0.0133398172133008,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.223984043879332,0.0443593442739294,E
NZ_JCBKJU010000009,NZ_JCBKJU010000009,low_risk,0,0,0,2350,False,Col(IRGK),0,0.0,0,0.0,0.0118417250126734,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.331538269758165,0.0456695363244748,E
NZ_JCBKJV010000003,NZ_JCBKJV010000003,low_risk,0,0,0,4167,False,Col(pHAD28),0,0.0,0,0.0,0.0313955239704698,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0453962704481889,E
NZ_JCBKJW010000004,NZ_JCBKJW010000004,low_risk,0,0,0,7819,False,Col440I,0,0.0,0,0.0,0.0881946552544946,0,0.0,1,0,0.119184038879652,0.5,0.76,0.0,0.0,0.0,0.0632030560053496,E
NZ_JCBKJW010000006,NZ_JCBKJW010000006,low_risk,0,0,0,3998,False,,0,0.0,0,0.0,0.0292805546836924,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0450138840011395,E
NZ_JCBKJW010000007,NZ_JCBKJW010000007,low_risk,0,0,0,3991,False,Col(pHAD28),0,0.0,0,0.0,0.0291941512842389,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0449982622665183,E
NZ_JCBKJX010000003,NZ_JCBKJX010000003,low_risk,0,0,0,2454,False,,0,0.0,0,0.0,0.0127551019813924,0,0.0,1,0,0.161124694376528,0.3,0.76,0.0,0.0,0.0,0.0575236725604851,E
NZ_JCBKJY010000004,NZ_JCBKJY010000004,low_risk,0,0,0,3511,False,Col440II;Col(pHAD28),0,0.0,0,0.0,0.0235048798320079,0,0.0,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.114031682273627,E
NZ_JCBKKA010000007,NZ_JCBKKA010000007,low_risk,0,0,0,5768,False,Col(pHAD28),0,0.0,0,0.0,0.0539425343440607,0,0.0,1,1,0.152011095700416,0.3,0.76,0.0,0.0,0.0,0.0631102748418611,E
NZ_JCBKKA010000008,NZ_JCBKKA010000008,low_risk,0,0,0,3998,False,,0,0.0,0,0.0,0.0292805546836924,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0450138840011395,E
NZ_JCBKKA010000009,NZ_JCBKKA010000009,low_risk,0,0,0,3991,False,Col(pHAD28),0,0.0,0,0.0,0.0291941512842389,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0449982622665183,E
NZ_JCBKKB010000008,NZ_JCBKKB010000008,low_risk,0,0,0,2056,False,ColpVC,0,0.0,0,0.0,0.0094112602882176,0,0.0,0,0,0.07,0.3,0.76,0.0,0.0,0.0,0.0383205558601098,E
NZ_JCBLQJ010000002,NZ_JCBLQJ010000002,high_risk,19,1,0,320746,False,,0,1.0,0,0.0,0.98395463826337,17,0.75071713006857,14,4,0.108417875826978,0.3,0.76,0.0,0.0,0.0,0.625710544924786,A
NZ_JCBLQK010000004,NZ_JCBLQK010000004,high_risk,2,1,1,119488,False,IncFIB(AP001918),0,0.541303097242993,6,0.811507562957249,0.91688921295476,5,0.465374228362632,12,1,0.116319630423139,0.9,0.76,0.0,0.0,0.0,0.53338567040697,B
NZ_JCBLQL010000002,NZ_JCBLQL010000002,high_risk,16,1,1,171581,False,IncFIB(AP001918),0,1.0,6,0.811507562957249,0.953884424506212,8,0.570685803411878,23,3,0.122729789428899,0.9,0.76,0.0,0.0,0.0,0.675913524553865,A
NZ_JCBLQM010000002,NZ_JCBLQM010000002,high_risk,8,1,0,230562,False,IncHI2A;IncHI2;pKPC-CAV1321,0,0.882606194485985,0,0.0,0.971877666834867,14,0.703362697029958,10,5,0.109758763369506,0.9,0.76,0.0,0.0,0.0,0.586861443790356,B
NZ_JCBNXV010000002,NZ_JCBNXV010000002,high_risk,12,1,0,171155,False,IncFIB(AP001918);IncI(Gamma),0,0.996846320583541,0,0.0,0.953694089272229,4,0.418019795324019,11,2,0.111393181619,0.9,0.76,0.0,0.0,0.0,0.551608999760141,B
NZ_JCBNXV010000003,NZ_JCBNXV010000003,high_risk,1,1,0,105997,False,IncFIB(pHCM2),0,0.415338279036697,0,0.0,0.899591081760142,0,0.0,3,0,0.104245403171788,0.9,0.76,0.227670248696953,0.0833333333333333,0.14016454749439,0.312314622632325,C
NZ_JCBNXV010000004,NZ_JCBNXV010000004,low_risk,0,0,0,95101,False,p0111,0,0.0,0,0.0,0.88124313535321,1,0.25,2,0,0.103154540961714,0.3,0.76,0.0,0.0,0.0,0.255514600682146,D
NZ_JCBNXW010000003,NZ_JCBNXW010000003,high_risk,1,1,0,109743,False,IncFIB(pHCM2),0,0.415338279036697,0,0.0,0.904910913312829,0,0.0,4,0,0.105467319100079,0.9,0.76,0.227670248696953,0.0833333333333333,0.14016454749439,0.313525841218015,C
NZ_JCBNXX010000002,NZ_JCBNXX010000002,high_risk,8,1,0,198005,False,IncHI2A;IncHI2;pKPC-CAV1321,0,0.882606194485985,0,0.0,0.963674009974289,9,0.598051121980712,8,2,0.107575566273579,0.9,0.76,0.0,0.0,0.0,0.562690827452284,B
NZ_JCBNYP010000002,NZ_JCBNYP010000002,low_risk,0,0,0,9235,False,,0,0.0,0,0.0,0.11438246219755,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0604003088796449,E
NZ_JCBPAH010000003,NZ_JCBPAH010000003,low_risk,0,0,0,8731,False,,0,0.0,0,0.0,0.104871727758049,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0586807680929832,E
NZ_JCBPAN010000006,NZ_JCBPAN010000006,low_risk,0,0,0,9624,False,,0,0.0,0,0.0,0.121846156545842,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0617497448178161,E
NZ_JCBPAN010000007,NZ_JCBPAN010000007,low_risk,0,0,0,7635,False,,0,0.0,0,0.0,0.0849241188794856,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0550742404077389,E
NZ_JCBPAN010000008,NZ_JCBPAN010000008,low_risk,0,0,0,7246,False,,0,0.0,0,0.0,0.0781255640299829,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0538450616909488,E
NZ_JCBPEZ010000002,NZ_JCBPEZ010000002,low_risk,0,0,0,8221,False,,0,0.0,0,0.0,0.0954541967109179,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0569780784796619,E
NZ_JCBPFG010000003,NZ_JCBPFG010000003,low_risk,0,0,0,8339,False,,0,0.0,0,0.0,0.0976133232545339,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0573684485587476,E
NZ_KY320277,NZ_KY320277,high_risk,9,1,0,311758,False,IncHI1B(pNDM-CIT);IncHI1A(NDM-CIT),0,0.915338279036696,0,0.0,0.983156200589778,28,0.874588763425817,8,1,0.104330281821156,0.3,0.76,0.0,0.0,0.0,0.630168409130046,A
NZ_LC777829,NZ_LC777829,low_risk,0,0,0,1696,False,,0,0.0,0,0.0,0.0067544147138021,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0409411578945833,E
NZ_LFWP01000024,NZ_LFWP01000024,low_risk,0,0,0,1305,False,,0,0.0,0,0.0,0.0042948139797582,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0404964620818682,E
NZ_OQ821021,NZ_OQ821021,high_risk,7,1,0,170204,False,IncC,0,0.84601483711009,0,0.0,0.953264752508709,6,0.505411831014226,4,0,0.10352518154685,0.3,0.76,0.0,0.0,0.0,0.529659167642041,B
NZ_OQ821054,NZ_OQ821054,high_risk,1,1,0,97905,False,repE(pEh60-7),0,0.415338279036697,0,0.0,0.88642513693975,1,0.25,6,3,0.113788876972575,0.3,0.76,0.0,0.0,0.0,0.360296785256993,C
NZ_OQ821061,NZ_OQ821061,high_risk,2,2,0,374668,False,IncHI1A(NDM-CIT);IncHI1B(pNDM-CIT),0,0.541303097242993,0,0.0,0.987703906943816,31,0.900156633283463,15,5,0.108007088942744,0.3,0.76,0.0,0.0,0.0,0.545577192383208,B
NZ_OQ821069,NZ_OQ821069,high_risk,9,1,0,109773,False,IncM1,0,0.915338279036696,0,0.0,0.904951762402222,9,0.598051121980712,6,3,0.112298106091662,0.3,0.76,0.0,0.0,0.0,0.55925052976614,B
NZ_OQ821082,NZ_OQ821082,high_risk,9,1,0,109773,False,IncM1,0,0.915338279036696,0,0.0,0.904951762402222,9,0.598051121980712,6,3,0.112298106091662,0.3,0.76,0.0,0.0,0.0,0.55925052976614,B
NZ_OQ821095,NZ_OQ821095,high_risk,8,1,0,182180,False,IncFIB(K);IncFII(pAR0022);IncFII(pKP91),0,0.882606194485985,0,0.0,0.958254341301515,25,0.846226398326751,15,5,0.116467230211878,0.9,0.8,0.0,0.0,0.0,0.617068358330337,A
NZ_OQ821097,NZ_OQ821097,high_risk,7,1,0,175879,False,IncFIB(K);IncFII(pAR0022);IncFII(pKP91),0,0.84601483711009,0,0.0,0.955738576840013,25,0.846226398326751,13,4,0.114498604153992,0.9,0.8,0.0,0.0,0.0,0.607254147251664,A
NZ_OQ821100,NZ_OQ821100,high_risk,3,1,0,113639,False,IncFIB(pQil);IncFII(pAR0022);IncFII(pKP91),0,0.630676558073393,0,0.0,0.909999153592711,4,0.418019795324019,6,3,0.111879724390394,0.9,0.8,0.0,0.0,0.0,0.455297900906441,B
NZ_OQ821102,NZ_OQ821102,high_risk,3,1,0,113639,False,IncFIB(pQil);IncFII(pAR0022);IncFII(pKP91),0,0.630676558073393,0,0.0,0.909999153592711,4,0.418019795324019,6,3,0.111879724390394,0.9,0.8,0.0,0.0,0.0,0.455297900906441,B
NZ_OQ821104,NZ_OQ821104,high_risk,3,1,0,113639,False,IncFIB(pQil);IncFII(pAR0022);IncFII(pKP91),0,0.630676558073393,0,0.0,0.909999153592711,4,0.418019795324019,6,3,0.111879724390394,0.9,0.8,0.0,0.0,0.0,0.455297900906441,B
NZ_OQ821106,NZ_OQ821106,high_risk,3,1,0,113639,False,IncFIB(pQil);IncFII(pAR0022);IncFII(pKP91),0,0.630676558073393,0,0.0,0.909999153592711,4,0.418019795324019,6,3,0.111879724390394,0.9,0.8,0.0,0.0,0.0,0.455297900906441,B
NZ_OQ821107,NZ_OQ821107,high_risk,8,1,0,179374,False,IncFIB(K);IncFII(pAR0022);IncFII(pKP91),0,0.882606194485985,0,0.0,0.957162240104837,25,0.846226398326751,15,4,0.115888590319667,0.9,0.8,0.0,0.0,0.0,0.616752806031978,A
NZ_OQ821108,NZ_OQ821108,high_risk,9,1,0,109773,False,IncM1,0,0.915338279036696,0,0.0,0.904951762402222,9,0.598051121980712,6,3,0.112298106091662,0.3,0.76,0.0,0.0,0.0,0.55925052976614,B
NZ_OQ821111,NZ_OQ821111,high_risk,3,1,0,116451,False,IncFIB(pQil);IncFII(pAR0022);IncFII(pKP91),0,0.630676558073393,0,0.0,0.913416909005649,4,0.418019795324019,7,3,0.112880954221089,0.9,0.8,0.0,0.0,0.0,0.456120182093545,B
NZ_OQ821144,NZ_OQ821144,high_risk,15,1,0,195919,False,IncC,0,1.0,0,0.0,0.963024424551102,10,0.622806063781382,12,2,0.110718715387482,0.3,0.76,0.0,0.0,0.0,0.595381146440052,B
NZ_OQ821183,NZ_OQ821183,high_risk,9,1,0,88281,False,IncN,0,0.915338279036696,0,0.0,0.867033910279711,2,0.285342901705939,7,0,0.139880158198768,0.9,0.76,0.0,0.0,0.0,0.493780502815418,B
NZ_OZ461322,NZ_OZ461322,low_risk,0,0,0,7012,False,,0,0.0,0,0.0,0.0741160092098038,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0531201341794604,E
NZ_OZ462080,NZ_OZ462080,low_risk,0,0,0,9561,False,Col(SD853),0,0.0,0,0.0,0.120630635020039,0,0.0,0,0,0.42,0.3,0.48,0.0,0.0,0.0,0.121968018811623,E
NZ_OZ475178,NZ_OZ475178,low_risk,0,0,0,4232,False,Col(pHAD28),0,0.0,0,0.0,0.0322235869875665,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0455459842416799,E
NZ_OZ475179,NZ_OZ475179,low_risk,0,0,0,3789,False,Col(pHAD28),0,0.0,0,0.0,0.0267427091206563,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0445550415233426,E
NZ_OZ475180,NZ_OZ475180,low_risk,0,0,0,3674,False,Col(pHAD28),0,0.0,0,0.0,0.0253839030698715,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0443093693893607,E
NZ_OZ510755,NZ_OZ510755,low_risk,0,0,0,4778,False,Col(pHAD28);Col440II,0,0.0,0,0.0,0.0394868321964045,0,0.0,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.11692121926111,E
NZ_OZ510756,NZ_OZ510756,low_risk,0,0,0,3223,False,Col(pHAD28);Col440II,0,0.0,0,0.0,0.0203235152579124,1,0.25,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.166256491558631,D
NZ_OZ510758,NZ_OZ510758,low_risk,0,0,0,1819,False,,0,0.0,0,0.0,0.0076213272807261,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0410978956866832,E
NZ_PEHC01000006,NZ_PEHC01000006,low_risk,0,0,0,172285,False,,0,0.0,0,0.0,0.954196313480518,17,0.75071713006857,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.370790111062088,C
NZ_PEHU01000002,NZ_PEHU01000002,low_risk,0,0,0,125735,False,,0,0.0,0,0.0,0.923391107914662,11,0.645405555019324,1,1,0.102385970493498,0.3,0.76,0.0,0.0,0.0,0.346487742108775,C
NZ_PZ240292,NZ_PZ240292,high_risk,17,1,0,295401,False,,0,1.0,0,0.0,0.981533589920116,24,0.836039590648038,12,2,0.107108980673728,0.3,0.76,0.0,0.0,0.0,0.643025777557931,A
NZ_PZ405215,NZ_PZ405215,low_risk,0,0,0,4922,False,Col(pHAD28),0,0.0,0,0.0,0.0414903571091269,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0472214162796581,E
OZ462514,OZ462514,high_risk,13,1,0,206081,False,RepB_1_pC39;IncFIB(K)(pCAV1099-114),0,1.0,0,0.0,0.966028348854774,33,0.915902684626925,25,5,0.121836074165013,0.3,0.76,0.0,0.0,0.0,0.660095315203229,A
OZ462524,OZ462524,high_risk,9,1,0,236243,False,IncFII(pAR0022);IncFII(pKP91);IncFIB(K),0,0.915338279036696,0,0.0,0.973010599926574,36,0.937864800570352,20,1,0.113333728406768,0.9,0.8,0.0,0.0,0.0,0.646463587023188,A
OZ462530,OZ462530,high_risk,11,1,0,221001,False,IncFII(pKP91);IncFII(pAR0022);IncFIB(K),0,0.971979655316386,0,0.0,0.969795430628759,27,0.865474484327612,16,4,0.113574599209958,0.9,0.8,0.0,0.0,0.0,0.644508420267875,A
OZ462546,OZ462546,high_risk,13,1,0,204222,False,IncFIB(K)(pCAV1099-114);RepB_1_pC39,0,1.0,0,0.0,0.965507936947545,30,0.891910534276641,23,5,0.120565854805065,0.3,0.76,0.0,0.0,0.0,0.654674830805057,A
OZ462555,OZ462555,high_risk,14,1,0,209664,False,IncFIB(K)(pCAV1099-114);RepB_1_pC39,0,1.0,0,0.0,0.966997431560146,33,0.915902684626925,23,5,0.120032051282051,0.3,0.76,0.0,0.0,0.0,0.659902324285948,A
OZ462578,OZ462578,high_risk,11,1,0,248004,False,IncFII(pKP91);IncFIB(K),0,0.971979655316386,0,0.0,0.975140697161909,29,0.88339402368665,26,3,0.117540039676779,0.9,0.8,0.0,0.0,0.0,0.650068797568976,A
OZ510757,OZ510757,low_risk,0,0,0,1933,False,ColpVC,0,0.0,0,0.0,0.0084629575481877,0,0.0,0,0,0.07,0.3,0.76,0.0,0.0,0.0,0.0381491027247123,E
PX852705,PX852705,low_risk,0,0,0,3775,False,IncFIA,0,0.0,0,0.0,0.0265758449128401,0,0.0,0,0,0.0825460020073603,0.9,0.76,0.0,0.0,0.0,0.0457845517699437,E
PX852706,PX852706,low_risk,0,0,0,1199,False,,0,0.0,0,0.0,0.0037092542362314,0,0.0,1,1,0.350208507089241,0.3,0.76,0.0,0.0,0.0,0.0944801894628247,E
PX926028,PX926028,high_risk,9,1,0,136888,False,IncFII(pAR0022);IncFIB(pB171);IncFII(Yp),0,0.915338279036696,0,0.0,0.933203742328913,1,0.25,15,3,0.595,0.9,0.78,0.0,0.0,0.0,0.591733547321251,B
PZ168208,PZ168208,high_risk,13,1,0,166626,False,IncC,0,1.0,0,0.0,0.951592680567354,11,0.645405555019324,6,1,0.106301537575168,0.3,0.76,0.0,0.0,0.0,0.597185753685751,B
PZ168215,PZ168215,high_risk,10,1,0,160678,False,IncC,0,0.944948051202489,0,0.0,0.948599590890023,9,0.598051121980712,10,1,0.11026898517532,0.3,0.76,0.0,0.0,0.0,0.573976385803895,B
PZ193099,PZ193099,high_risk,5,2,0,104017,False,IncFII(pKP91);IncFII(pAR0022);IncFIB(pQil),0,0.756641376279689,0,0.0,0.896593269844724,1,0.25,6,1,0.110094503783035,0.9,0.8,0.0,0.0,0.0,0.447860160323312,C
